|6.6.6
gloss1db_2.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          76
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{CH4}        m_{H2S}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{Fe+2}       m_{Fe+3}       m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  419.000        41801.0        937.342        55.7256        2.43812        3.70061       0.236458E-002  0.194957E-005  0.247652E-002   1.20114       0.738472        1.11894        35.0708       0.150158E-002   1.05334       0.378807E-004  0.342822E-003   52.9357       0.659749E-007  0.381133E-006  0.343122E-003  0.431403E-002  0.966701E-014  0.999382E-003   1.16614       0.132479E-002  0.183666E-002  0.157006E-001  0.936970E-003  0.147779E-005  0.677259E-013  0.753336E-004  0.133528E-002  0.154057       0.212407E-018  0.106675E-002   2.76252       0.359432E-003  0.221822E-003  0.114620E-019   1.08453       0.202339E-001  0.629997E-005  0.699271E-003  0.143124E-002  0.364767E-004  0.254707E-009  0.278144E-003  0.457590E-007  0.699581       0.126350E-001  0.103882E-001  0.617901E-002  0.295529E-001  0.107064E-008  0.162335E-008  0.953128E-016  0.244501E-016  0.829071E-018  0.111227E-034  0.820823E-010  0.173064E-019  0.543998E-011  0.365369E-017  0.303178E-012  0.653906E-022  0.138291       0.602861       0.155722E-008  0.310000E-004   1.29680        4.17260       0.171795E-005   29.2261        2.96403        6.71797     
  420.000        41901.0        938.139        55.6560        2.45634        3.72164       0.237416E-002  0.193000E-005  0.248867E-002   1.21285       0.736105        1.12782        35.0829       0.151452E-002   1.06197       0.378719E-004  0.335294E-003   52.9146       0.670481E-007  0.382574E-006  0.342662E-003  0.428254E-002  0.949763E-014  0.999797E-003   1.17889       0.133428E-002  0.182688E-002  0.158858E-001  0.967929E-003  0.145819E-005  0.674827E-013  0.753421E-004  0.134707E-002  0.153368       0.219497E-018  0.106052E-002   2.78417       0.367286E-003  0.225738E-003  0.121021E-019   1.09429       0.205627E-001  0.642264E-005  0.699622E-003  0.144560E-002  0.360159E-004  0.252617E-009  0.278782E-003  0.462076E-007  0.698022       0.126200E-001  0.104443E-001  0.621580E-002  0.295933E-001  0.105606E-008  0.162168E-008  0.966429E-016  0.249185E-016  0.849767E-018  0.115942E-034  0.817242E-010  0.179908E-019  0.546819E-011  0.376116E-017  0.307709E-012  0.697701E-022  0.138734       0.605339       0.155801E-008  0.309802E-004   1.29708        4.17126       0.167886E-005   29.1993        2.98494        6.76347     
  421.000        42001.0        938.928        55.6027        2.46544        3.74092       0.238744E-002  0.191757E-005  0.251433E-002   1.22433       0.734438        1.13411        35.0916       0.153008E-002   1.06197       0.378719E-004  0.335294E-003   52.9146       0.681239E-007  0.384884E-006  0.341879E-003  0.425188E-002  0.939827E-014  0.100123E-002   1.19155       0.134246E-002  0.181846E-002  0.160689E-001  0.998011E-003  0.144490E-005  0.676197E-013  0.754715E-004  0.136173E-002  0.152629       0.226666E-018  0.105313E-002   2.80418       0.375122E-003  0.229706E-003  0.127715E-019   1.10165       0.208218E-001  0.652073E-005  0.703892E-003  0.146792E-002  0.358050E-004  0.251403E-009  0.280875E-003  0.468410E-007  0.697222       0.126014E-001  0.104917E-001  0.624824E-002  0.296176E-001  0.103913E-008  0.161754E-008  0.978526E-016  0.253674E-016  0.870212E-018  0.120732E-034  0.811635E-010  0.186866E-019  0.548236E-011  0.386697E-017  0.311481E-012  0.743866E-022  0.139184       0.608041       0.155696E-008  0.309298E-004   1.29688        4.16906       0.226721E-005   29.1905        3.00414        6.80569     
  422.000        42101.0        939.710        55.5343        2.48331        3.76159       0.239537E-002  0.189741E-005  0.252304E-002   1.23563       0.731900        1.14345        35.1034       0.154811E-002   1.07068       0.378631E-004  0.335216E-003   52.8933       0.692114E-007  0.386073E-006  0.341415E-003  0.421678E-002  0.922629E-014  0.100087E-002   1.20393       0.135193E-002  0.180849E-002  0.162410E-001  0.103170E-002  0.142483E-005  0.673523E-013  0.754620E-004  0.137266E-002  0.151936       0.234022E-018  0.104653E-002   2.82575       0.383221E-003  0.233711E-003  0.134740E-019   1.11186       0.211644E-001  0.665216E-005  0.703221E-003  0.148042E-002  0.352973E-004  0.249227E-009  0.281065E-003  0.472613E-007  0.695461       0.125886E-001  0.105526E-001  0.628498E-002  0.296450E-001  0.102466E-008  0.161574E-008  0.991911E-016  0.258475E-016  0.891759E-018  0.125775E-034  0.807807E-010  0.194200E-019  0.550857E-011  0.398021E-017  0.315993E-012  0.793349E-022  0.139602       0.610320       0.155755E-008  0.309127E-004   1.29711        4.16797       0.161399E-005   29.1526        3.02493        6.85074     
  423.000        42201.0        940.486        55.4697        2.50114        3.78067       0.240766E-002  0.188599E-005  0.254438E-002   1.24668       0.730314        1.15018        35.1148       0.156536E-002   1.07945       0.378542E-004  0.335137E-003   52.8719       0.703152E-007  0.388216E-006  0.340773E-003  0.418431E-002  0.914461E-014  0.100164E-002   1.21601       0.135935E-002  0.180031E-002  0.163940E-001  0.106465E-002  0.141225E-005  0.676339E-013  0.755937E-004  0.138660E-002  0.151264       0.241480E-018  0.103850E-002   2.84530       0.391513E-003  0.237949E-003  0.142243E-019   1.11948       0.214237E-001  0.676136E-005  0.706375E-003  0.149988E-002  0.350387E-004  0.247883E-009  0.282514E-003  0.478729E-007  0.694582       0.125789E-001  0.106055E-001  0.631710E-002  0.296506E-001  0.100836E-008  0.161338E-008  0.100551E-015  0.263521E-016  0.914827E-018  0.131238E-034  0.802380E-010  0.202055E-019  0.552380E-011  0.410069E-017  0.319928E-012  0.847238E-022  0.140023       0.612727       0.155786E-008  0.309052E-004   1.29677        4.16608       0.150348E-005   29.1257        3.04371        6.89179     
  424.000        42301.0        941.256        55.4021        2.51906        3.80101       0.241703E-002  0.187023E-005  0.256308E-002   1.25801       0.728160        1.15851        35.1266       0.158350E-002   1.08830       0.378453E-004  0.335058E-003   52.8503       0.713998E-007  0.389838E-006  0.339926E-003  0.414846E-002  0.901406E-014  0.100150E-002   1.22844       0.136899E-002  0.179255E-002  0.165685E-001  0.109932E-002  0.139601E-005  0.675835E-013  0.756550E-004  0.139875E-002  0.150471       0.249056E-018  0.103143E-002   2.86645       0.399560E-003  0.241859E-003  0.149761E-019   1.12872       0.217361E-001  0.687749E-005  0.708125E-003  0.151863E-002  0.347095E-004  0.246319E-009  0.283768E-003  0.484048E-007  0.693195       0.125557E-001  0.106620E-001  0.635047E-002  0.296689E-001  0.992959E-009  0.160908E-008  0.101729E-015  0.267965E-016  0.935438E-018  0.136272E-034  0.797374E-010  0.209511E-019  0.554079E-011  0.420968E-017  0.323958E-012  0.901428E-022  0.140437       0.615113       0.155659E-008  0.308480E-004   1.29673        4.16450       0.244305E-005   29.0988        3.06398        6.93586     
  425.000        42401.0        942.020        55.3472        2.52823        3.82088       0.242877E-002  0.185701E-005  0.258553E-002   1.26963       0.726351        1.16565        35.1354       0.159792E-002   1.08830       0.378453E-004  0.327677E-003   52.8503       0.725017E-007  0.391983E-006  0.339238E-003  0.411642E-002  0.889550E-014  0.100221E-002   1.24139       0.137781E-002  0.178364E-002  0.167687E-001  0.113477E-002  0.138203E-005  0.675739E-013  0.757499E-004  0.141282E-002  0.149733       0.256861E-018  0.102372E-002   2.88757       0.407814E-003  0.245978E-003  0.157715E-019   1.13703       0.220296E-001  0.698882E-005  0.711160E-003  0.153987E-002  0.344248E-004  0.244955E-009  0.285403E-003  0.490010E-007  0.692263       0.125394E-001  0.107174E-001  0.638401E-002  0.296888E-001  0.975766E-009  0.160316E-008  0.102833E-015  0.272350E-016  0.956315E-018  0.141464E-034  0.790638E-010  0.217189E-019  0.554464E-011  0.431837E-017  0.327211E-012  0.958771E-022  0.140860       0.617733       0.155441E-008  0.307798E-004   1.29661        4.16241       0.176542E-005   29.0903        3.08427        6.98023     
  426.000        42501.0        942.777        55.2780        2.54636        3.84174       0.243732E-002  0.184036E-005  0.260042E-002   1.28113       0.724120        1.17461        35.1474       0.161777E-002   1.09721       0.378363E-004  0.327599E-003   52.8285       0.736033E-007  0.393479E-006  0.338585E-003  0.408114E-002  0.874925E-014  0.100177E-002   1.25409       0.138767E-002  0.177498E-002  0.169567E-001  0.117278E-002  0.136501E-005  0.674037E-013  0.757805E-004  0.142460E-002  0.148981       0.264804E-018  0.101650E-002   2.90954       0.416176E-003  0.250047E-003  0.165958E-019   1.14695       0.223684E-001  0.711701E-005  0.711803E-003  0.155668E-002  0.340231E-004  0.243195E-009  0.286179E-003  0.494917E-007  0.690807       0.125216E-001  0.107797E-001  0.641902E-002  0.297077E-001  0.960259E-009  0.159844E-008  0.103993E-015  0.276850E-016  0.977580E-018  0.146777E-034  0.785105E-010  0.225114E-019  0.555670E-011  0.443075E-017  0.330989E-012  0.101948E-021  0.141261       0.620083       0.155301E-008  0.307249E-004   1.29666        4.16094       0.248217E-005   29.0638        3.10541        7.02604     
  427.000        42601.0        943.529        55.2129        2.56409        3.86109       0.244786E-002  0.182913E-005  0.262490E-002   1.29210       0.722373        1.18187        35.1589       0.163340E-002   1.10619       0.329573E-004  0.320205E-003   52.8066       0.747103E-007  0.395487E-006  0.337587E-003  0.404420E-002  0.866422E-014  0.100162E-002   1.26618       0.139646E-002  0.176835E-002  0.171160E-001  0.121038E-002  0.135266E-005  0.676310E-013  0.759091E-004  0.143785E-002  0.148178       0.272768E-018  0.100841E-002   2.92972       0.424532E-003  0.254130E-003  0.174564E-019   1.15517       0.226466E-001  0.722604E-005  0.715080E-003  0.157905E-002  0.338047E-004  0.242061E-009  0.287919E-003  0.501202E-007  0.689775       0.124995E-001  0.108358E-001  0.644946E-002  0.297046E-001  0.944018E-009  0.159301E-008  0.105124E-015  0.281367E-016  0.999277E-018  0.152289E-034  0.778814E-010  0.233324E-019  0.556318E-011  0.454605E-017  0.334479E-012  0.108409E-021  0.141655       0.622411       0.155092E-008  0.306632E-004   1.29626        4.15903       0.163739E-005   29.0374        3.12467        7.06796     
  428.000        42701.0        944.274        55.1553        2.57334        3.88206       0.245710E-002  0.181314E-005  0.264399E-002   1.30399       0.720187        1.19042        35.1679       0.165756E-002   1.10619       0.329573E-004  0.327520E-003   52.8066       0.758133E-007  0.397235E-006  0.336859E-003  0.400987E-002  0.851049E-014  0.100145E-002   1.27954       0.140691E-002  0.175931E-002  0.173409E-001  0.125067E-002  0.133635E-005  0.673462E-013  0.759444E-004  0.145058E-002  0.147381       0.281044E-018  0.100107E-002   2.95245       0.432903E-003  0.258155E-003  0.183358E-019   1.16496       0.229932E-001  0.735013E-005  0.716624E-003  0.159924E-002  0.334423E-004  0.240497E-009  0.289175E-003  0.506494E-007  0.688504       0.124775E-001  0.108982E-001  0.648454E-002  0.297293E-001  0.927316E-009  0.158513E-008  0.106056E-015  0.285312E-016  0.101882E-017  0.157405E-034  0.771752E-010  0.241172E-019  0.556221E-011  0.464869E-017  0.337460E-012  0.114927E-021  0.142059       0.624982       0.154728E-008  0.305590E-004   1.29634        4.15717       0.219414E-005   29.0296        3.14652        7.11546     
  429.000        42801.0        945.014        55.0909        2.59110        3.90104       0.246832E-002  0.180385E-005  0.266880E-002   1.31487       0.718660        1.19729        35.1793       0.167818E-002   1.11525       0.329493E-004  0.327441E-003   52.7844       0.769459E-007  0.399445E-006  0.335975E-003  0.397384E-002  0.844127E-014  0.100135E-002   1.29158       0.141494E-002  0.175242E-002  0.174973E-001  0.129103E-002  0.132564E-005  0.676797E-013  0.760948E-004  0.146448E-002  0.146630       0.289339E-018  0.992348E-003   2.97237       0.441630E-003  0.262486E-003  0.192874E-019   1.17282       0.232605E-001  0.746195E-005  0.720093E-003  0.162189E-002  0.332314E-004  0.239429E-009  0.290835E-003  0.513071E-007  0.687665       0.124622E-001  0.109565E-001  0.651455E-002  0.297162E-001  0.910627E-009  0.157956E-008  0.107205E-015  0.290045E-016  0.104199E-017  0.163402E-034  0.764657E-010  0.250084E-019  0.556157E-011  0.477143E-017  0.340549E-012  0.122253E-021  0.142440       0.627275       0.154524E-008  0.305096E-004   1.29582        4.15515       0.276655E-005   29.0035        3.16555        7.15689     
  430.000        42901.0        945.748        55.0244        2.60895        3.92092       0.247742E-002  0.179161E-005  0.269178E-002   1.32593       0.716751        1.20531        35.1909       0.169608E-002   1.12437       0.329413E-004  0.320049E-003   52.7622       0.780625E-007  0.401267E-006  0.334959E-003  0.393550E-002  0.833985E-014  0.100058E-002   1.30388       0.142457E-002  0.174571E-002  0.176698E-001  0.133332E-002  0.131245E-005  0.677734E-013  0.761951E-004  0.147707E-002  0.145799       0.297759E-018  0.984271E-003   2.99344       0.450196E-003  0.266581E-003  0.202494E-019   1.18184       0.235681E-001  0.757950E-005  0.722560E-003  0.164410E-002  0.329719E-004  0.238218E-009  0.292349E-003  0.519092E-007  0.686480       0.124381E-001  0.110179E-001  0.654556E-002  0.297111E-001  0.894579E-009  0.157263E-008  0.108212E-015  0.294309E-016  0.106324E-017  0.169039E-034  0.757832E-010  0.258702E-019  0.556183E-011  0.488512E-017  0.343685E-012  0.129709E-021  0.142816       0.629549       0.154204E-008  0.304252E-004   1.29550        4.15335       0.178597E-005   28.9775        3.18567        7.20052     
